Cross Lochs,Restored 2006,Restored 2015,Erosion
1.19107997,1.20590103,1.22744608,1.21677709
1.1839509,1.20699596,1.22539139,1.19048166
1.18872905,1.2073909,1.18686211,1.18995559
1.20111263,1.20806873,1.27150321,1.19987047
1.22261214,1.20766842,1.2631892,1.19494939
1.26614511,1.20105481,1.26714504,1.21972764
1.41647983,1.19612491,1.32394934,1.20832014
1.38574529,1.2019875,1.31995702,1.21241045
1.30837035,1.21073174,1.3005563,1.21034086
1.20985675,1.20261526,1.28830445,1.21143353
1.24276078,1.20359993,1.29983759,1.23237431
1.21670544,1.19857395,1.30764997,1.22935271
1.21023715,1.22123122,1.27884078,1.2396487
1.21651137,1.21896303,1.28549492,1.23694563
1.21054256,1.20046103,1.29523635,1.2483834
1.24102807,1.23942876,1.29037523,1.25781918
1.38638604,1.27435791,1.29867816,1.23478162
1.29886377,1.24911249,1.27078807,1.21231008
0.91465878,1.23902547,1.23272932,1.19864857
0.88093585,1.23757076,1.26134789,1.19419396
0.88926601,1.25199401,1.27459943,1.23011971
0.92433,1.26182711,1.26504636,1.22539711
0.9608646,1.26269817,1.25290203,1.20983565
1.02726042,1.27053654,1.25641859,1.21661806
1.03548157,1.34670854,1.2584796,1.23438931
1.09738338,1.40057075,1.26568758,1.25611353
1.1314615,1.44975448,1.2587769,1.24480987
1.11935496,1.42724693,1.24800944,1.23320675
