Cross Lochs,Restored 2006,Restored 2015,Erosion
0.01954851,0.00951833,0.00659645,0.01337883
0.02072932,0.01083612,0.0072935,0.01284587
0.01915832,0.01103822,0.00892178,0.01146154
0.02132569,0.01112749,0.00823317,0.00860786
0.02014722,0.01107754,0.0096083,0.0049016
0.02092652,0.01021387,0.00915759,0.0056185
0.01656846,0.01180946,0.00849859,0.00796169
0.01520132,0.01336284,0.00773237,0.01030894
0.01740279,0.01461305,0.00864391,0.0113869
0.01890096,0.01447327,0.00881312,0.01236886
0.01882137,0.01533513,0.00722902,0.01163467
0.01678278,0.0143676,0.00937501,0.01180995
0.01795094,0.01210675,0.0098253,0.01248705
0.01844622,0.01158895,0.0096417,0.01172793
0.0149924,0.01152644,0.01059226,0.01332466
0.01425454,0.01022582,0.01049729,0.0110855
0.01200408,0.01137934,0.01036873,0.01144304
0.01199981,0.01210231,0.01475117,0.01079068
0.01051728,0.01150394,0.01543005,0.01088995
0.00968275,0.01374553,0.02414563,0.01085657
0.00869161,0.01206977,0.02326025,0.00956148
0.00584884,0.01237233,0.02093799,0.01003415
0.00558579,0.00974447,0.02428094,0.00896592
0.00698239,0.00954944,0.0180732,0.00878989
0.00928736,0.00999513,0.01721488,0.01051681
0.00819013,0.01067468,0.02282573,0.01070291
0.00783595,0.01130469,0.02811138,0.01188847
0.0077172,0.01019645,0.02699888,0.01036251
0.00789491,0.00994478,0.02328844,0.0085887
0.00830336,0.0106008,0.02191845,0.00854463
0.00799386,0.00897867,0.02038279,0.00962155
0.00718167,0.00923467,0.01318564,0.01112922
0.00792637,0.00815986,0.00908884,0.01264001
0.0061548,0.00908568,0.00709535,0.01236782
0.00770451,0.01038024,0.00422361,0.0085341
0.00934919,0.00945979,-0.00692821,0.00840573
0.00895758,0.01088172,0.00774212,0.00878312
0.00956878,0.00933628,0.00741627,0.01041237
0.00926948,0.01024031,0.00957497,0.01053757
0.01204949,0.00919661,0.01142856,0.00950343
0.01007873,0.00675712,0.01091368,0.01111817
0.0128406,0.00577319,0.01335382,0.01148883
0.01397526,0.00475247,0.01314363,0.01231718
0.01465708,0.00563332,0.01405723,0.01135071
0.01484308,0.00441856,0.01265231,0.01188955
0.01528523,0.00594895,0.01281045,0.01029927
0.01503533,0.00593632,0.01545706,0.00928233
0.01499425,0.00641565,0.02027747,0.00761076
0.01542951,0.00604291,0.01810615,0.0106127
0.01582956,0.00739367,0.01689377,0.01045026
0.01428403,0.00730233,0.01808991,0.00989238
0.01309934,0.00766507,0.01407835,0.01119832
0.01089873,0.00758639,0.01233325,0.01117562
0.00820816,0.00725545,0.00871392,0.01013254
0.00325658,0.00902323,0.00829025,0.01099747
0.0026888,0.006873,0.009467,0.0104195
0.00655692,0.00628509,0.00934216,0.01146548
0.00980692,0.00490038,0.01486276,0.01043808
0.00954934,0.00630583,0.01202647,0.00997996
0.00884681,0.00865258,0.00988212,0.00861727
0.01267757,0.00813161,0.01040772,0.00841832
0.0117515,0.00865486,0.01406635,0.00799516
0.01224633,0.01064678,0.00947634,0.00738551
0.01058444,0.00955264,0.00974818,0.00737959
0.00378489,0.00756316,0.00886721,0.01003393
0.00101389,0.00797902,0.01069386,0.00986189
0.00166853,0.01031601,0.01150516,0.01128523
0.00173631,0.01155934,0.0091166,0.01447631
0.00193428,0.01048594,0.00564049,0.01042712
0.00270672,0.00960307,0.00703846,0.01134913
0.00170519,0.00871798,0.00826455,0.01195977
0.00217213,0.00929173,0.00660234,0.01106094
0.00178771,0.0055491,0.00719938,0.00867881
0.00223107,0.00214982,0.00900252,0.00794192
